index,order_id,order_date,status,fulfilment,sales_channel,service_level,Style,SKU,category,Size,ASIN,"Courier Status",Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,"Unnamed: 22"
251,402-2703790-2816329,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,J0285,J0285-SKD-M,Set,M,B08QGNW2H8,,0,INR,1278.57,"JHARIA KHAS",JHARKHAND,828111,IN,,False,"Easy Ship",
252,407-1515930-8661921,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET322,SET322-KR-SHA-XL,Set,XL,B09RKHL9H2,Shipped,1,INR,1099,KOLKATA,"WEST BENGAL",700070,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
253,405-9144614-1601126,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,MEN5021,MEN5021-KR-XL,kurta,XL,B08YYVLZVH,Shipped,1,INR,533,Secunderabad,TELANGANA,500010,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,"Easy Ship",
254,407-0994909-4122733,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,PJ0096,PJ0096-KR-N-5XL,kurta,5XL,B09LD3ZZ2N,Shipped,1,INR,696,UDAIPUR,RAJASTHAN,313001,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
255,402-7042386-5486768,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3461,JNE3461-KR-M,kurta,M,B08B3VSTFG,Shipped,1,INR,363,COIMBATORE,"TAMIL NADU",641030,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
256,403-7652993-1507525,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET383,SET383-KR-NP-L,Set,L,B09K3PDMBM,Shipped,1,INR,631,BHUBANESWAR,ODISHA,751006,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
257,407-3847456-6656309,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0002,J0002-SKD-XXXL,Set,3XL,B0894YJC25,Shipped,1,INR,1115,BHAGALPUR,BIHAR,812003,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
258,407-3847456-6656309,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET344,SET344-KR-NP-XXXL,Set,3XL,B09QJ3WT3H,Shipped,1,INR,968,BHAGALPUR,BIHAR,812003,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
259,171-7623384-8040337,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-XXL,kurta,XXL,B08BFT4ZKX,Shipped,1,INR,486,NAGPUR,MAHARASHTRA,440036,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
260,171-7623384-8040337,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-XXL,Set,XXL,B09NQ3MPRM,Shipped,1,INR,597,NAGPUR,MAHARASHTRA,440036,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
261,171-4607096-6413920,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,SET184,SET184-KR-PP-XXXL,Set,3XL,B08W98B8ZN,Shipped,1,INR,563,NAGPUR,MAHARASHTRA,440036,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
262,404-6783988-2006729,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,597,CHENNAI,"TAMIL NADU",600096,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
263,404-6975277-1927553,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,JNE3697,JNE3697-KR-XXL,kurta,XXL,B098133PV5,Shipped,1,INR,458,BERHAMPORE,"WEST BENGAL",742103,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,"Easy Ship",
264,402-5586272-3646748,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-S,Set,S,B0894XGJ83,Shipped,1,INR,1065,Dehradun,UTTARAKHAND,248001,IN,,False,,
265,171-6655820-6440356,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-XXL,Set,XXL,B0894WT71H,Shipped,2,INR,2130,MUMBAI,MAHARASHTRA,400101,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
266,171-1584788-8864335,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,J0013,J0013-SKD-XXL,Set,XXL,B08CMRGFFJ,Shipped,1,INR,1099,MUMBAI,MAHARASHTRA,400101,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,"Easy Ship",
267,402-0150402-0900371,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0208,J0208-DR-S,"Western Dress",S,B0967PHLMJ,Shipped,1,INR,721,SEONI,"MADHYA PRADESH",480661,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
268,408-6791822-5493964,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET344,SET344-KR-NP-XL,Set,XL,B09QJ57BL6,Shipped,1,INR,968,Agra,"UTTAR PRADESH",282002,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
269,405-0483874-0889137,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,NW001,NW001-TP-PJ-XXL,Set,XXL,B0922V99HN,Shipped,1,INR,563,LUCKNOW,"UTTAR PRADESH",226029,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
270,407-5600921-2143569,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,SET304,SET304-KR-DPT-S,Set,S,B09K3JVNR1,,0,INR,995.54,BENGALURU,KARNATAKA,560067,IN,,False,"Easy Ship",
272,407-5124083-2725136,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET004,SET004-KR-SP-A-S,Set,S,B07K5BDG1D,Shipped,1,INR,682,GHAZIABAD,"UTTAR PRADESH",201012,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
273,407-4766116-5412325,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,Nermand,"HIMACHAL PRADESH",172023,IN,,False,,
274,402-6885004-6990731,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-M,Set,M,B09KXV4BN8,Shipped,1,INR,626,CHENNAI,"TAMIL NADU",600010,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
275,402-2207276-9869933,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0012,J0012-SKD-M,Set,M,B0894XYMWS,Shipped,1,INR,1140,KAMAREDDY,TELANGANA,503111,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
276,407-9494293-9423561,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-M,kurta,M,B08BFV1DVW,Shipped,1,INR,486,SRINAGAR,"JAMMU & KASHMIR",190015,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
277,171-6867266-8495534,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-XS,Set,XS,B09NDKGZ6V,Shipped,1,INR,597,BENGALURU,KARNATAKA,560042,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
278,408-3475592-6193128,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-XL,kurta,XL,B08KRTXC2Y,Shipped,1,INR,399,MUDDEBIHAL,KARNATAKA,586212,IN,"Duplicated A12RHGVGRWOT3S 1560498941486",False,,
279,171-1987024-2709164,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0041,J0041-SET-M,Set,M,B089G2L483,Shipped,1,INR,660,"SANTHAMAGULURU MANDAL","ANDHRA PRADESH",523302,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
280,406-1522425-5387565,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3611,JNE3611-KR-XL,kurta,XL,B08XVPKBKG,Shipped,1,INR,459,HYDERABAD,TELANGANA,500058,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
281,171-3270734-5045130,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET384,SET384-KR-NP-XS,Set,XS,B09K3DFHT2,Shipped,1,INR,631,"NEW DELHI",DELHI,110045,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
282,408-4101226-7217932,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,JNE3802,JNE3802-KR-M,kurta,M,B09K3W2LHF,Shipped,1,INR,459,LUCKNOW,"UTTAR PRADESH",226010,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
283,171-5719664-5449151,2022-04-30,Cancelled,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-XS,Set,XS,B09NDKGZ6V,Unshipped,1,INR,597,BENGALURU,KARNATAKA,560042,IN,,False,,
284,403-9400764-4029123,2022-04-30,Shipped,Amazon,Amazon.in,Standard,SET347,SET347-KR-NP-S,Set,S,B09RKDJ9SQ,Shipped,1,INR,852,BENGALURU,KARNATAKA,560102,IN,,False,,
285,406-8413944-2634744,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE2014,JNE2014-KR-178-XL,kurta,XL,B077MM3LFJ,Shipped,1,INR,353,Hyderabad,TELANGANA,500032,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
286,406-8271099-5133911,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3635,JNE3635-KR-L,kurta,L,B08XVYN7G6,Shipped,1,INR,345,BENGALURU,KARNATAKA,562125,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
287,406-8271099-5133911,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3721,JNE3721-KR-L,kurta,L,B099FBM4FZ,Shipped,1,INR,329,BENGALURU,KARNATAKA,562125,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
288,405-3441326-1516368,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0118,J0118-TP-XXXL,Top,3XL,B08N43MK22,Shipped,1,INR,518,"KOLKATA 700034","WEST BENGAL",700034,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
289,408-8009772-6580317,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3654,JNE3654-TP-XS,Top,XS,B0986ZFY2S,Shipped,1,INR,387,kolkata,"WEST BENGAL",700045,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
290,402-4774686-7773937,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,JNE3652,JNE3652-TP-N-XL,Top,XL,B08ZHXGSW3,Shipped,1,INR,339,HYDERABAD,TELANGANA,500001,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
291,402-2860689-5652319,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0339,J0339-DR-L,"Western Dress",L,B098315N2Z,Shipped,1,INR,744,SEONI,"MADHYA PRADESH",480661,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
292,406-6386989-1689108,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,SET303,SET303-KR-NP-XL,Set,XL,B09K3F7D9H,Shipped,1,INR,888,BARUIPUR,"WEST BENGAL",700145,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
293,408-9720884-9553122,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3396,JNE3396-KR-XXXL,kurta,3XL,B083ZZ8869,Shipped,1,INR,487,KENDRAPARA,ODISHA,754211,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
294,408-6428766-2839536,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,JNE3256,JNE3256-KR-XXXL,kurta,3XL,B07RSWN1C4,Shipped,1,INR,487,KENDRAPARA,ODISHA,754211,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
295,408-8641795-6914711,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0340,J0340-TP-XS,Top,XS,B0987184SL,Shipped,1,INR,563,GURUGRAM,HARYANA,122001,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
296,402-9475978-1434754,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0335,J0335-DR-S,"Western Dress",S,B09831NCG7,Shipped,1,INR,859,VIJAYAWADA,"ANDHRA PRADESH",521225,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
297,407-5776821-9327552,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-L,Set,L,B0894YB3B1,Shipped,1,INR,1133,MUMBAI,MAHARASHTRA,400072,IN,,False,,
298,171-6845071-0336346,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-XS,Set,XS,B08XQBXFPP,Shipped,1,INR,788,NASHIK,MAHARASHTRA,422003,IN,,False,,
299,404-7491342-1035558,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0280,J0280-SKD-S,Set,S,B08QGM7FCC,Shipped,1,INR,1463,THANE,MAHARASHTRA,401107,IN,,False,,
300,171-6783343-9758701,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Shipped,1,INR,399,HOSHIARPUR,PUNJAB,146001,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
301,402-0043314-1059527,2022-04-30,Cancelled,Amazon,Amazon.in,Expedited,J0339,J0339-DR-M,"Western Dress",M,B09831YHGV,Unshipped,1,INR,744,SEONI,"MADHYA PRADESH",480661,IN,,False,,
